34,"(58.0, 55.0, 62.0)","[(0.1447619, (58.0, 55.0, 62.0)), (0.03547619, (151.0, 143.0, 145.0)), (0.061666667, (135.0, 126.0, 127.0)), (0.19738095, (205.0, 200.0, 202.0)), (0.19412698, (222.0, 217.0, 218.0))]"
35,"(168.0, 163.0, 164.0)","[(0.070396826, (168.0, 163.0, 164.0)), (0.32063493, (58.0, 50.0, 46.0)), (0.021587301, (71.0, 76.0, 92.0)), (0.040873017, (185.0, 181.0, 185.0)), (0.04904762, (81.0, 77.0, 82.0))]"
36,"(222.0, 218.0, 220.0)","[(0.2931746, (222.0, 218.0, 220.0)), (0.0997619, (52.0, 53.0, 62.0)), (0.07071429, (129.0, 126.0, 129.0)), (0.24896826, (207.0, 202.0, 205.0)), (0.03579365, (145.0, 142.0, 147.0))]"
37,"(188.0, 183.0, 186.0)","[(0.41198412, (188.0, 183.0, 186.0)), (0.1615873, (25.0, 22.0, 25.0)), (0.25587302, (171.0, 167.0, 170.0)), (0.042936508, (44.0, 42.0, 46.0)), (0.086904764, (91.0, 88.0, 92.0))]"
38,"(14.0, 13.0, 14.0)","[(0.41539684, (14.0, 13.0, 14.0)), (0.056825396, (163.0, 158.0, 162.0)), (0.05746032, (196.0, 195.0, 198.0)), (0.2611111, (48.0, 43.0, 39.0)), (0.13515873, (221.0, 219.0, 220.0))]"
39,"(193.0, 189.0, 191.0)","[(0.49285713, (193.0, 189.0, 191.0)), (0.016269842, (51.0, 14.0, 23.0)), (0.22222222, (25.0, 21.0, 22.0)), (0.056349207, (45.0, 43.0, 47.0)), (0.006111111, (64.0, 6.0, 23.0))]"
40,"(53.0, 13.0, 23.0)","[(0.028571429, (53.0, 13.0, 23.0)), (0.0057142857, (81.0, 19.0, 34.0)), (0.5434127, (198.0, 194.0, 197.0)), (0.048730157, (118.0, 112.0, 117.0)), (0.007301587, (64.0, 8.0, 23.0))]"
41,"(197.0, 193.0, 195.0)","[(0.6198413, (197.0, 193.0, 195.0)), (0.028174603, (54.0, 12.0, 22.0)), (0.052539684, (49.0, 47.0, 52.0)), (0.007857143, (63.0, 7.0, 22.0)), (0.003015873, (89.0, 22.0, 41.0))]"
42,"(47.0, 9.0, 18.0)","[(0.04015873, (47.0, 9.0, 18.0)), (0.51293653, (194.0, 190.0, 192.0)), (0.007222222, (64.0, 6.0, 21.0)), (0.005079365, (69.0, 32.0, 42.0)), (0.09214286, (159.0, 156.0, 163.0))]"
43,"(197.0, 191.0, 191.0)","[(0.40484127, (197.0, 191.0, 191.0)), (0.04968254, (122.0, 116.0, 119.0)), (0.03888889, (87.0, 85.0, 92.0)), (0.07722222, (153.0, 150.0, 154.0)), (0.05809524, (56.0, 52.0, 55.0))]"
44,"(203.0, 197.0, 197.0)","[(0.25738096, (203.0, 197.0, 197.0)), (0.5502381, (13.0, 12.0, 7.0)), (0.022777777, (166.0, 163.0, 164.0)), (0.022539683, (121.0, 119.0, 122.0)), (0.018650794, (85.0, 83.0, 85.0))]"
45,"(20.0, 19.0, 15.0)","[(0.36984128, (20.0, 19.0, 15.0)), (0.2034127, (232.0, 230.0, 235.0)), (0.33634922, (59.0, 53.0, 49.0)), (0.026428571, (200.0, 201.0, 208.0)), (0.02484127, (82.0, 77.0, 75.0))]"
46,"(227.0, 223.0, 223.0)","[(0.28444445, (227.0, 223.0, 223.0)), (0.30626985, (55.0, 49.0, 44.0)), (0.008730159, (118.0, 122.0, 142.0)), (0.08888889, (198.0, 197.0, 201.0)), (0.055714287, (160.0, 157.0, 162.0))]"
47,"(16.0, 15.0, 10.0)","[(0.45873016, (16.0, 15.0, 10.0)), (0.17896825, (223.0, 218.0, 220.0)), (0.060555555, (202.0, 199.0, 202.0)), (0.011825397, (158.0, 157.0, 164.0)), (0.015714286, (121.0, 119.0, 123.0))]"
48,"(201.0, 198.0, 201.0)","[(0.42436507, (201.0, 198.0, 201.0)), (0.07126984, (122.0, 120.0, 126.0)), (0.10825397, (51.0, 46.0, 46.0)), (0.05206349, (160.0, 158.0, 165.0)), (0.02468254, (87.0, 86.0, 94.0))]"
49,"(127.0, 122.0, 127.0)","[(0.099603176, (127.0, 122.0, 127.0)), (0.07071429, (154.0, 151.0, 156.0)), (0.011507937, (106.0, 112.0, 130.0)), (0.013650794, (83.0, 86.0, 103.0)), (0.028492063, (86.0, 85.0, 93.0))]"
50,"(114.0, 108.0, 110.0)","[(0.08412699, (114.0, 108.0, 110.0)), (0.39119047, (187.0, 182.0, 184.0)), (0.103492066, (95.0, 91.0, 94.0)), (0.19642857, (168.0, 164.0, 167.0)), (0.05, (51.0, 51.0, 57.0))]"
51,"(116.0, 111.0, 115.0)","[(0.1068254, (116.0, 111.0, 115.0)), (0.360873, (192.0, 186.0, 187.0)), (0.10722222, (96.0, 91.0, 96.0)), (0.1315873, (144.0, 144.0, 150.0)), (0.08126984, (52.0, 53.0, 61.0))]"
52,"(118.0, 111.0, 113.0)","[(0.10388889, (118.0, 111.0, 113.0)), (0.4538889, (189.0, 185.0, 187.0)), (0.099047616, (92.0, 88.0, 93.0)), (0.05968254, (50.0, 49.0, 57.0)), (0.1215873, (158.0, 156.0, 162.0))]"
53,"(116.0, 111.0, 115.0)","[(0.11031746, (116.0, 111.0, 115.0)), (0.19920635, (193.0, 187.0, 191.0)), (0.08547619, (94.0, 88.0, 89.0)), (0.12515873, (51.0, 48.0, 52.0)), (0.34396824, (31.0, 28.0, 26.0))]"
54,"(42.0, 44.0, 52.0)","[(0.058412697, (42.0, 44.0, 52.0)), (0.35650793, (186.0, 181.0, 184.0)), (0.21960318, (93.0, 91.0, 95.0)), (0.06666667, (118.0, 118.0, 123.0)), (0.26333332, (166.0, 162.0, 165.0))]"
55,"(191.0, 186.0, 188.0)","[(0.46222222, (191.0, 186.0, 188.0)), (0.1502381, (161.0, 158.0, 163.0)), (0.10515873, (121.0, 119.0, 125.0)), (0.18230158, (90.0, 88.0, 95.0)), (0.07119048, (56.0, 58.0, 68.0))]"
56,"(188.0, 185.0, 188.0)","[(0.495873, (188.0, 185.0, 188.0)), (0.035396826, (49.0, 48.0, 58.0)), (0.24285714, (172.0, 168.0, 171.0)), (0.08452381, (118.0, 117.0, 125.0)), (0.106031746, (86.0, 85.0, 94.0))]"
57,"(188.0, 181.0, 183.0)","[(0.36301586, (188.0, 181.0, 183.0)), (0.20960318, (94.0, 88.0, 91.0)), (0.24873015, (168.0, 162.0, 164.0)), (0.10095238, (119.0, 115.0, 120.0)), (0.058968253, (55.0, 55.0, 63.0))]"
58,"(186.0, 182.0, 184.0)","[(0.37325397, (186.0, 182.0, 184.0)), (0.2211111, (165.0, 160.0, 163.0)), (0.116825394, (117.0, 115.0, 120.0)), (0.21547619, (89.0, 88.0, 95.0)), (0.05, (52.0, 54.0, 63.0))]"
59,"(189.0, 185.0, 188.0)","[(0.46690476, (189.0, 185.0, 188.0)), (0.10904762, (120.0, 118.0, 124.0)), (0.1426984, (163.0, 160.0, 165.0)), (0.19373016, (94.0, 90.0, 95.0)), (0.055555556, (51.0, 52.0, 60.0))]"
60,"(41.0, 43.0, 52.0)","[(0.057857145, (41.0, 43.0, 52.0)), (0.0697619, (112.0, 109.0, 113.0)), (0.43325397, (188.0, 184.0, 187.0)), (0.18055555, (96.0, 93.0, 96.0)), (0.031825397, (31.0, 31.0, 35.0))]"
61,"(42.0, 44.0, 54.0)","[(0.0665873, (42.0, 44.0, 54.0)), (0.091507934, (112.0, 110.0, 114.0)), (0.17642857, (90.0, 88.0, 92.0)), (0.030873016, (31.0, 32.0, 36.0)), (0.18246032, (142.0, 140.0, 146.0))]"
62,"(41.0, 43.0, 53.0)","[(0.06666667, (41.0, 43.0, 53.0)), (0.4554762, (191.0, 187.0, 189.0)), (0.17896825, (161.0, 158.0, 163.0)), (0.09095238, (112.0, 111.0, 116.0)), (0.17920636, (95.0, 94.0, 98.0))]"
63,"(42.0, 44.0, 53.0)","[(0.06380952, (42.0, 44.0, 53.0)), (0.43015873, (190.0, 187.0, 188.0)), (0.104444444, (111.0, 110.0, 115.0)), (0.15507936, (160.0, 158.0, 162.0)), (0.22611111, (90.0, 88.0, 92.0))]"
64,"(194.0, 191.0, 193.0)","[(0.4981746, (194.0, 191.0, 193.0)), (0.055, (43.0, 45.0, 55.0)), (0.07746032, (116.0, 112.0, 114.0)), (0.13373016, (93.0, 89.0, 92.0)), (0.12880953, (30.0, 28.0, 31.0))]"
65,"(200.0, 197.0, 199.0)","[(0.4947619, (200.0, 197.0, 199.0)), (0.05984127, (43.0, 44.0, 54.0)), (0.07595238, (114.0, 111.0, 114.0)), (0.1218254, (93.0, 90.0, 94.0)), (0.14515872, (29.0, 27.0, 29.0))]"
66,"(199.0, 195.0, 197.0)","[(0.4715873, (199.0, 195.0, 197.0)), (0.059126984, (42.0, 45.0, 55.0)), (0.08682539, (112.0, 109.0, 112.0)), (0.15166667, (93.0, 92.0, 96.0)), (0.11015873, (148.0, 149.0, 154.0))]"
67,"(193.0, 189.0, 191.0)","[(0.47166666, (193.0, 189.0, 191.0)), (0.058333334, (42.0, 45.0, 54.0)), (0.121269844, (162.0, 159.0, 163.0)), (0.07333333, (112.0, 110.0, 113.0)), (0.14023809, (93.0, 91.0, 95.0))]"
68,"(194.0, 190.0, 192.0)","[(0.45261905, (194.0, 190.0, 192.0)), (0.15714286, (91.0, 88.0, 91.0)), (0.12587301, (18.0, 17.0, 17.0)), (0.123571426, (163.0, 161.0, 163.0)), (0.07849206, (112.0, 110.0, 113.0))]"
69,"(192.0, 188.0, 190.0)","[(0.46325397, (192.0, 188.0, 190.0)), (0.059761904, (41.0, 45.0, 54.0)), (0.0686508, (113.0, 110.0, 113.0)), (0.1270635, (162.0, 160.0, 163.0)), (0.13253969, (93.0, 90.0, 93.0))]"
70,"(195.0, 191.0, 192.0)","[(0.57039684, (195.0, 191.0, 192.0)), (0.065714285, (44.0, 45.0, 53.0)), (0.12492064, (162.0, 159.0, 163.0)), (0.108333334, (117.0, 114.0, 120.0)), (0.10119048, (86.0, 85.0, 91.0))]"
71,"(163.0, 158.0, 162.0)","[(0.6830952, (163.0, 158.0, 162.0)), (0.11579365, (25.0, 24.0, 27.0)), (0.1715873, (134.0, 129.0, 133.0)), (0.014126984, (178.0, 176.0, 179.0)), (0.007857143, (50.0, 50.0, 55.0))]"
72,"(24.0, 24.0, 27.0)","[(0.12952381, (24.0, 24.0, 27.0)), (0.051507935, (43.0, 44.0, 50.0)), (0.10611111, (88.0, 88.0, 92.0)), (0.05269841, (121.0, 120.0, 125.0)), (0.46119046, (138.0, 138.0, 140.0))]"
73,"(166.0, 162.0, 165.0)","[(0.34396824, (166.0, 162.0, 165.0)), (0.15444444, (24.0, 24.0, 24.0)), (0.17833333, (90.0, 88.0, 90.0)), (0.18571429, (182.0, 178.0, 180.0)), (0.111984126, (50.0, 49.0, 52.0))]"
74,"(188.0, 184.0, 186.0)","[(0.3736508, (188.0, 184.0, 186.0)), (0.13587302, (26.0, 25.0, 26.0)), (0.11912698, (88.0, 87.0, 89.0)), (0.22150794, (168.0, 164.0, 166.0)), (0.03952381, (111.0, 109.0, 112.0))]"
75,"(188.0, 183.0, 185.0)","[(0.3545238, (188.0, 183.0, 185.0)), (0.18706349, (92.0, 91.0, 93.0)), (0.21730159, (164.0, 160.0, 163.0)), (0.05015873, (110.0, 109.0, 112.0)), (0.101349205, (43.0, 45.0, 52.0))]"
76,"(196.0, 192.0, 195.0)","[(0.4602381, (196.0, 192.0, 195.0)), (0.07706349, (42.0, 45.0, 53.0)), (0.084603176, (112.0, 108.0, 110.0)), (0.15642858, (170.0, 165.0, 168.0)), (0.1561111, (95.0, 92.0, 95.0))]"
77,"(197.0, 193.0, 195.0)","[(0.42698413, (197.0, 193.0, 195.0)), (0.08166666, (42.0, 44.0, 53.0)), (0.08492064, (112.0, 108.0, 111.0)), (0.18142857, (95.0, 91.0, 94.0)), (0.06293651, (29.0, 29.0, 30.0))]"
78,"(42.0, 44.0, 52.0)","[(0.081984125, (42.0, 44.0, 52.0)), (0.07531746, (111.0, 109.0, 111.0)), (0.47039682, (192.0, 187.0, 190.0)), (0.07111111, (26.0, 27.0, 27.0)), (0.13238095, (92.0, 91.0, 94.0))]"
79,"(116.0, 112.0, 112.0)","[(0.14222223, (116.0, 112.0, 112.0)), (0.2134127, (90.0, 88.0, 87.0)), (0.36, (56.0, 55.0, 56.0)), (0.07706349, (168.0, 168.0, 169.0)), (0.097460315, (181.0, 181.0, 180.0))]"
80,"(126.0, 118.0, 120.0)","[(0.18761905, (126.0, 118.0, 120.0)), (0.33325398, (197.0, 194.0, 195.0)), (0.22007936, (95.0, 90.0, 92.0)), (0.037698414, (153.0, 149.0, 152.0)), (0.15285714, (52.0, 52.0, 58.0))]"
81,"(128.0, 120.0, 122.0)","[(0.19587302, (128.0, 120.0, 122.0)), (0.048095237, (149.0, 141.0, 146.0)), (0.32904762, (201.0, 197.0, 199.0)), (0.2129365, (96.0, 91.0, 93.0)), (0.10968254, (54.0, 53.0, 60.0))]"
